seller_id,seller_name,seller_city,seller_state,seller_signup_date,primary_category,seller_rating,seller_tier
SELR001111,Gill Emporium,Patiala,Punjab,2022-12-15,Toys & Baby Products,3.5,Medium
SELR001112,Ghosh Retail,Agra,Uttar Pradesh,2023-09-17,Electronics,3.5,Medium
SELR001113,Das Overseas,Puducherry,Puducherry,2023-11-19,Home & Kitchen,3.7,Medium
SELR001114,Tiwari Global,Belagavi,Karnataka,2025-03-09,Fashion,3.5,Low
SELR001115,Pal Overseas,Dhanbad,Jharkhand,2024-09-14,Fashion,2.4,Low
SELR001116,Desai Wholesale,Bhubaneswar,Odisha,2022-12-21,Fashion,4.4,High
SELR001117,Parmar Trend Hub,Ghaziabad,Uttar Pradesh,2024-05-05,Fashion,4.7,High
SELR001118,Menon Bazaar,Bengaluru,Karnataka,2025-04-02,Books,3.3,Low
SELR001119,Gaikwad Hearth Wholesale,Indore,Madhya Pradesh,2024-08-02,Home & Kitchen,3.4,Medium
SELR001120,Pillai Playful Trading Co,Dehradun,Uttarakhand,2023-03-28,Toys & Baby Products,4.0,Low
SELR001121,Circuit Marketing,Kanpur,Uttar Pradesh,2022-12-03,Electronics,4.7,Medium
SELR001122,Bhatt Textiles,Siliguri,West Bengal,2023-12-07,Electronics,4.7,High
SELR001123,Nest Retail,Mumbai,Maharashtra,2023-12-30,Home & Kitchen,2.1,Low
SELR001124,Chauhan Gadget Solutions,Kolkata,West Bengal,2023-08-16,Electronics,3.8,Medium
SELR001125,Karmakar Style Impex,Surat,Gujarat,2022-11-11,Fashion,4.0,Medium
SELR001126,Brar Joy Solutions,Noida,Uttar Pradesh,2022-11-21,Toys & Baby Products,4.4,Medium
SELR001127,Style Impex,Mumbai,Maharashtra,2024-03-04,Fashion,3.9,Medium
SELR001128,Grover Creations,Bengaluru,Karnataka,2025-06-20,Fashion,3.8,Medium
SELR001129,Gaikwad Radiance Textiles,Jabalpur,Madhya Pradesh,2024-05-21,Beauty & Personal Care,4.5,Medium
SELR001130,Pandey Marketing,Lucknow,Uttar Pradesh,2023-11-21,Home & Kitchen,3.4,Low
SELR001131,Singh Stores,Delhi,Delhi,2025-06-05,Beauty & Personal Care,3.8,Low
SELR001132,Comfort Electricals,Delhi,Delhi,2024-09-03,Home & Kitchen,3.8,Medium
SELR001133,Bansal Harvest Stores,Lucknow,Uttar Pradesh,2024-10-05,Grocery,4.4,High
SELR001134,Ganguly Ventures,Bengaluru,Karnataka,2024-04-25,Electronics,3.4,Low
SELR001135,Home Bazaar,Agra,Uttar Pradesh,2024-11-25,Home & Kitchen,3.8,Low
SELR001136,Joshi Industries,Mysuru,Karnataka,2024-02-01,Sports & Fitness,4.0,Medium
SELR001137,Das Ventures,Chennai,Tamil Nadu,2024-06-18,Grocery,3.8,Medium
SELR001138,Home Retail,Vadodara,Gujarat,2024-06-11,Home & Kitchen,4.0,Medium
SELR001139,Ghosh Collection,Bengaluru,Karnataka,2024-11-14,Beauty & Personal Care,3.9,High
SELR001140,Byte Impex,Pune,Maharashtra,2025-04-29,Electronics,4.3,Medium
SELR001141,Trend Bazaar,Ajmer,Rajasthan,2023-06-10,Fashion,3.9,Medium
SELR001142,Wani Electricals,Indore,Madhya Pradesh,2024-09-14,Electronics,2.4,Low
SELR001143,Kumar House,Ajmer,Rajasthan,2022-08-15,Sports & Fitness,3.4,Low
SELR001144,Das Ventures,Hyderabad,Telangana,2024-03-08,Fashion,3.1,Low
SELR001145,Nair Peak Impex,Ahmedabad,Gujarat,2025-04-29,Sports & Fitness,4.2,Medium
SELR001146,Gadget Solutions,Lucknow,Uttar Pradesh,2024-07-14,Electronics,3.6,Medium
SELR001147,Grain Industries,Lucknow,Uttar Pradesh,2023-05-11,Grocery,3.5,Low
SELR001148,Biswas Electricals,Margao,Goa,2024-05-31,Grocery,3.0,Low
SELR001149,Tech Enterprises,Mumbai,Maharashtra,2023-08-21,Electronics,4.0,Medium
SELR001150,Reddy Impex,Aligarh,Uttar Pradesh,2023-11-15,Electronics,4.1,Low
SELR001151,Byte Industries,Jalandhar,Punjab,2023-03-27,Electronics,4.7,High
SELR001152,Pal Farm Junction,Indore,Madhya Pradesh,2024-06-21,Grocery,3.5,Low
SELR001153,Bajwa Fabric Traders,Ahmedabad,Gujarat,2023-02-21,Fashion,4.8,High
SELR001154,Chandel Enterprises,Kanpur,Uttar Pradesh,2023-11-27,Beauty & Personal Care,4.1,Medium
SELR001155,Banerjee Junction,Pune,Maharashtra,2025-06-14,Home & Kitchen,4.6,Medium
SELR001156,Iyer Scroll Stores,Madurai,Tamil Nadu,2024-11-19,Books,4.3,High
SELR001157,Trivedi Industries,Surat,Gujarat,2023-10-25,Home & Kitchen,4.2,High
SELR001158,Bisht Industries,Cuttack,Odisha,2025-07-18,Home & Kitchen,5.0,High
SELR001159,Biswas Wholesale,Faridabad,Haryana,2022-07-25,Toys & Baby Products,3.5,Medium
SELR001160,Desai Vogue Traders,Kanpur,Uttar Pradesh,2025-07-08,Fashion,2.6,Low
SELR001161,Sharma Electricals,Agra,Uttar Pradesh,2023-08-15,Grocery,4.5,High
SELR001162,Byte Point,Surat,Gujarat,2025-01-30,Electronics,4.1,Medium
SELR001163,Comfort Ventures,Guntur,Andhra Pradesh,2025-06-24,Home & Kitchen,3.2,Low
SELR001164,Ahluwalia Global,Hyderabad,Telangana,2024-05-26,Toys & Baby Products,4.5,Medium
SELR001165,Kumar Traders,Belagavi,Karnataka,2024-06-04,Sports & Fitness,4.5,High
SELR001166,Peak Textiles,Ranchi,Jharkhand,2024-11-10,Sports & Fitness,3.5,Low
SELR001167,Tiwari Trend Stores,Moradabad,Uttar Pradesh,2023-04-09,Fashion,4.1,Low
SELR001168,Kitchen Bazaar,Lucknow,Uttar Pradesh,2023-01-28,Home & Kitchen,3.9,Medium
SELR001169,Kitchen Stores,Jabalpur,Madhya Pradesh,2023-08-05,Home & Kitchen,3.6,Low
SELR001170,Sandhu Impex,Pune,Maharashtra,2024-01-07,Beauty & Personal Care,4.1,High
SELR001171,Living Creations,Bhubaneswar,Odisha,2024-11-02,Home & Kitchen,3.9,Medium
SELR001172,Ahluwalia Style House,Bengaluru,Karnataka,2023-04-29,Fashion,3.4,Low
SELR001173,Dubey Style Ventures,Pune,Maharashtra,2024-04-13,Fashion,4.4,Medium
SELR001174,Style Industries,Jaipur,Rajasthan,2022-07-13,Fashion,3.5,Low
SELR001175,Parmar Junction,Ahmedabad,Gujarat,2022-08-14,Home & Kitchen,3.7,Medium
SELR001176,Agnihotri Fabric Bazaar,Gurugram,Haryana,2025-07-16,Fashion,2.7,Low
SELR001177,Kumar Point,Raipur,Chhattisgarh,2025-03-05,Grocery,4.1,Medium
SELR001178,Vaghela Bazaar,Chennai,Tamil Nadu,2025-03-20,Beauty & Personal Care,4.2,Medium
SELR001179,Rao Volt Retail,Vijayawada,Andhra Pradesh,2023-07-19,Electronics,3.8,Medium
SELR001180,Shah Emporium,Mumbai,Maharashtra,2024-02-15,Sports & Fitness,4.7,Medium
SELR001181,Das Farm Trading Co,Dehradun,Uttarakhand,2024-08-17,Grocery,3.7,Low
SELR001182,Mehta Fabric Enterprises,Mysuru,Karnataka,2023-04-25,Fashion,4.4,High
SELR001183,Tiwari Threads Bazaar,Gurugram,Haryana,2024-11-04,Fashion,4.1,High
SELR001184,Byte Enterprises,Varanasi,Uttar Pradesh,2024-09-06,Electronics,3.8,Medium
SELR001185,Pal Creations,Kozhikode,Kerala,2023-10-17,Electronics,4.0,Medium
SELR001186,Ink House,Madurai,Tamil Nadu,2023-11-17,Books,4.0,Low
SELR001187,Chandra Little Ventures,Gurugram,Haryana,2023-06-25,Toys & Baby Products,3.9,Medium
SELR001188,Gadget Electricals,Lucknow,Uttar Pradesh,2025-01-10,Electronics,3.4,Low
SELR001189,Jain Read House,Guwahati,Assam,2025-08-08,Books,4.7,High
SELR001190,Rathore Tech Mart,Pune,Maharashtra,2025-08-22,Electronics,4.1,Medium
SELR001191,Hegde Radiance Enterprises,Madurai,Tamil Nadu,2024-12-05,Beauty & Personal Care,3.9,Medium
SELR001192,Read Creations,Ahmedabad,Gujarat,2023-08-11,Books,4.0,Medium
SELR001193,Khanna Textiles,Ranchi,Jharkhand,2024-12-16,Fashion,4.1,Low
SELR001194,Malhotra Collection,Mumbai,Maharashtra,2023-04-14,Electronics,3.2,Low
SELR001195,Deshmukh Marketing,Delhi,Delhi,2025-04-27,Beauty & Personal Care,3.4,Low
SELR001196,Chowdhury Overseas,Margao,Goa,2023-05-10,Toys & Baby Products,4.2,Medium
SELR001197,Kaul Vogue Ventures,Siliguri,West Bengal,2023-10-12,Fashion,3.4,Medium
SELR001198,Malhotra Weave Retail,Udaipur,Rajasthan,2022-10-24,Fashion,4.2,Medium
SELR001199,Ahluwalia Volt Marketing,Gorakhpur,Uttar Pradesh,2022-10-10,Electronics,3.4,Medium
SELR001200,Bloom Hub,Jaipur,Rajasthan,2023-10-02,Beauty & Personal Care,3.8,Low
