return_id,order_id,order_item_id,return_date,return_reason,return_status,refund_amount
RTRN000367,ORDR005608,,2024-03-18,Wrong product,Refunded,412.27
RTRN000368,ORDR005609,,2024-03-19,Product not as described,Rejected,10202.84
RTRN000369,ORDR005610,,2024-03-21,Wrong product,Refunded,9128.91
RTRN000370,ORDR005634,,2024-03-20,Quality issue,Rejected,6878.8
RTRN000371,ORDR005668,,2024-03-15,Customer changed mind,Refunded,7626.26
RTRN000372,ORDR005690,,2024-03-14,Customer changed mind,Rejected,2061.48
RTRN000373,ORDR005698,,2024-03-12,Quality issue,Refunded,5847.27
RTRN000374,ORDR005761,,2024-03-17,Damaged product,Refunded,389.46
RTRN000375,ORDR005768,,2024-03-29,Product not as described,Refunded,924.44
RTRN000376,ORDR005770,,2024-03-08,Damaged product,Refunded,4836.71
RTRN000377,ORDR005791,,2024-03-12,Customer changed mind,Refunded,329.16
RTRN000378,ORDR005793,,2024-03-24,Product not as described,Refunded,5457.31
RTRN000379,ORDR005802,,2024-03-19,Damaged product,Refunded,562.79
RTRN000380,ORDR005821,,2024-03-17,Quality issue,Refunded,7285.98
RTRN000381,ORDR005880,,2024-03-14,Quality issue,Refunded,385.75
RTRN000382,ORDR005889,,2024-03-18,Size issue,Refunded,4463.08
RTRN000383,ORDR005909,,2024-03-28,Customer changed mind,Refunded,347.77
RTRN000384,ORDR005919,,2024-03-15,Product not as described,Rejected,8168.88
RTRN000385,ORDR005943,,2024-03-13,Size issue,Rejected,2522.26
RTRN000386,ORDR005956,,2024-03-21,Customer changed mind,Rejected,1176.31
RTRN000387,ORDR005969,,2024-03-20,Size issue,Refunded,674.33
RTRN000388,ORDR005974,,2024-03-20,Damaged product,Refunded,494.35
RTRN000389,ORDR005975,,2024-03-20,Product not as described,Refunded,2562.37
RTRN000390,ORDR005977,,2024-03-18,Size issue,Rejected,2341.5
RTRN000391,ORDR005986,,2024-03-20,Customer changed mind,Refunded,4417.57
RTRN000392,ORDR006015,,2024-03-14,Wrong product,Rejected,425.52
RTRN000393,ORDR006038,,2024-03-17,Customer changed mind,Refunded,232.77
RTRN000394,ORDR006046,,2024-03-11,Customer changed mind,Rejected,3684.72
RTRN000395,ORDR006047,,2024-03-15,Quality issue,Rejected,5923.91
RTRN000396,ORDR006053,,2024-03-21,Wrong product,Refunded,141.58
RTRN000397,ORDR006096,,2024-03-27,Size issue,Refunded,4441.44
RTRN000398,ORDR006104,,2024-03-19,Damaged product,Rejected,171.47
RTRN000399,ORDR006105,,2024-03-26,Product not as described,Refunded,1546.36
RTRN000400,ORDR006118,,2024-03-12,Size issue,Refunded,2141.84
RTRN000401,ORDR006132,,2024-03-17,Product not as described,Refunded,16091.57
RTRN000402,ORDR006136,,2024-03-18,Wrong product,Refunded,11906.37
RTRN000403,ORDR006146,,2024-03-24,Damaged product,Refunded,4381.22
RTRN000404,ORDR006206,,2024-03-27,Quality issue,Refunded,2619.8
RTRN000405,ORDR006207,,2024-03-22,Wrong product,Rejected,1668.15
RTRN000406,ORDR006210,,2024-03-17,Customer changed mind,Refunded,3259.86
RTRN000407,ORDR006214,,2024-03-29,Customer changed mind,Refunded,71407.65
RTRN000408,ORDR006232,,2024-03-21,Product not as described,Rejected,1368.51
RTRN000409,ORDR006249,,2024-03-15,Damaged product,Refunded,8359.8
RTRN000410,ORDR006268,,2024-03-13,Product not as described,Refunded,859.79
RTRN000411,ORDR006284,,2024-03-29,Quality issue,Refunded,1185.56
RTRN000412,ORDR006286,,2024-03-22,Customer changed mind,Refunded,2298.65
RTRN000413,ORDR006292,,2024-04-04,Quality issue,Refunded,788.62
RTRN000414,ORDR006327,,2024-03-30,Damaged product,Refunded,133.86
RTRN000415,ORDR006355,,2024-03-28,Size issue,Refunded,3662.68
RTRN000416,ORDR006371,,2024-03-28,Customer changed mind,Refunded,567.81
RTRN000417,ORDR006397,,2024-03-27,Wrong product,Rejected,4229.38
RTRN000418,ORDR006417,,2024-03-23,Quality issue,Refunded,64197.0
RTRN000419,ORDR006439,,2024-03-29,Wrong product,Refunded,3165.95
RTRN000420,ORDR006452,,2024-03-31,Quality issue,Refunded,5187.92
RTRN000421,ORDR006456,,2024-03-22,Quality issue,Rejected,16089.77
RTRN000422,ORDR006472,,2024-03-30,Quality issue,Refunded,137.17
RTRN000423,ORDR006475,,2024-03-27,Size issue,Refunded,4755.87
RTRN000424,ORDR006487,,2024-03-30,Late delivery,Refunded,39315.78
RTRN000425,ORDR006517,,2024-03-31,Quality issue,Rejected,23093.81
RTRN000426,ORDR006523,,2024-03-25,Damaged product,Refunded,9223.48
RTRN000427,ORDR006544,,2024-03-29,Customer changed mind,Refunded,409.17
RTRN000428,ORDR006563,,2024-03-23,Late delivery,Refunded,5421.21
RTRN000429,ORDR006580,,2024-03-17,Damaged product,Refunded,648.62
RTRN000430,ORDR006585,,2024-03-25,Damaged product,Rejected,431.22
RTRN000431,ORDR006590,,2024-03-21,Customer changed mind,Rejected,1103.29
RTRN000432,ORDR006607,,2024-03-29,Customer changed mind,Rejected,728.52
RTRN000433,ORDR006611,,2024-03-20,Wrong product,Refunded,2070.75
RTRN000434,ORDR006628,,2024-03-25,Damaged product,Refunded,8837.92
RTRN000435,ORDR006629,,2024-03-24,Quality issue,Refunded,59563.34
RTRN000436,ORDR006646,,2024-03-28,Damaged product,Refunded,11567.47
RTRN000437,ORDR006663,,2024-03-21,Customer changed mind,Refunded,30269.19
RTRN000438,ORDR006676,,2024-03-21,Customer changed mind,Rejected,3354.98
RTRN000439,ORDR006689,,2024-03-23,Wrong product,Rejected,2430.17
RTRN000440,ORDR006713,,2024-04-04,Product not as described,Refunded,49759.39
RTRN000441,ORDR006719,,2024-04-02,Product not as described,Refunded,2246.61
RTRN000442,ORDR006723,,2024-03-31,Wrong product,Refunded,8479.45
RTRN000443,ORDR006742,,2024-04-08,Size issue,Refunded,7724.79
RTRN000444,ORDR006796,,2024-03-21,Customer changed mind,Refunded,36047.82
RTRN000445,ORDR006803,,2024-03-23,Quality issue,Rejected,28048.54
RTRN000446,ORDR006815,,2024-03-24,Product not as described,Refunded,32987.71
RTRN000447,ORDR006816,,2024-04-03,Wrong product,Refunded,199.58
RTRN000448,ORDR006826,,2024-03-30,Customer changed mind,Refunded,153.88
RTRN000449,ORDR006863,,2024-03-21,Size issue,Refunded,6604.37
RTRN000450,ORDR006923,,2024-03-27,Quality issue,Refunded,2938.91
RTRN000451,ORDR006929,,2024-03-25,Quality issue,Refunded,4620.07
RTRN000452,ORDR006938,,2024-03-21,Product not as described,Rejected,29690.91
RTRN000453,ORDR006967,,2024-03-31,Product not as described,Rejected,2175.95
RTRN000454,ORDR007039,,2024-03-30,Customer changed mind,Refunded,4513.16
RTRN000455,ORDR007052,,2024-03-26,Quality issue,Rejected,4978.98
RTRN000456,ORDR007059,,2024-03-31,Customer changed mind,Refunded,2377.66
RTRN000457,ORDR007060,,2024-03-20,Wrong product,Refunded,2593.69
RTRN000458,ORDR007074,,2024-03-28,Late delivery,Rejected,1096.85
RTRN000459,ORDR007079,,2024-03-26,Customer changed mind,Refunded,2691.88
RTRN000460,ORDR007088,,2024-03-30,Quality issue,Refunded,16076.6
RTRN000461,ORDR007122,,2024-04-15,Product not as described,Refunded,1151.17
RTRN000462,ORDR007125,,2024-04-01,Damaged product,Refunded,855.93
RTRN000463,ORDR007143,,2024-04-04,Damaged product,Refunded,4986.11
RTRN000464,ORDR007154,,2024-03-29,Wrong product,Refunded,8692.74
RTRN000465,ORDR007162,,2024-03-23,Customer changed mind,Refunded,747.92
RTRN000466,ORDR007171,,2024-03-24,Size issue,Rejected,18094.15
RTRN000467,ORDR007176,,2024-04-04,Size issue,Refunded,828.19
RTRN000468,ORDR007208,,2024-03-27,Quality issue,Refunded,18502.16
RTRN000469,ORDR007263,,2024-03-31,Quality issue,Refunded,3403.29
RTRN000470,ORDR007286,,2024-04-03,Product not as described,Refunded,5639.41
RTRN000471,ORDR007293,,2024-04-01,Damaged product,Refunded,959.5
RTRN000472,ORDR007305,,2024-04-14,Late delivery,Refunded,29579.28
RTRN000473,ORDR007311,,2024-04-02,Wrong product,Refunded,2111.87
RTRN000474,ORDR007338,,2024-03-24,Customer changed mind,Refunded,22594.26
RTRN000475,ORDR007342,,2024-04-06,Product not as described,Refunded,4246.24
RTRN000476,ORDR007343,,2024-03-25,Product not as described,Refunded,336.47
RTRN000477,ORDR007344,,2024-04-11,Size issue,Refunded,2129.33
RTRN000478,ORDR007350,,2024-04-03,Damaged product,Refunded,64482.63
RTRN000479,ORDR007369,,2024-04-12,Product not as described,Refunded,2738.37
RTRN000480,ORDR007387,,2024-04-01,Customer changed mind,Refunded,4259.44
RTRN000481,ORDR007400,,2024-04-04,Damaged product,Refunded,140723.31
RTRN000482,ORDR007401,,2024-04-05,Quality issue,Refunded,650.29
RTRN000483,ORDR007402,,2024-04-01,Product not as described,Refunded,2999.25
RTRN000484,ORDR007408,,2024-03-31,Quality issue,Rejected,37175.25
RTRN000485,ORDR007410,,2024-04-01,Damaged product,Refunded,68670.45
RTRN000486,ORDR007445,,2024-03-28,Customer changed mind,Refunded,850.56
RTRN000487,ORDR007447,,2024-03-25,Wrong product,Rejected,5193.24
RTRN000488,ORDR007484,,2024-04-10,Product not as described,Rejected,72739.41
RTRN000489,ORDR007508,,2024-03-29,Damaged product,Refunded,19632.23
RTRN000490,ORDR007519,,2024-04-06,Damaged product,Refunded,27648.49
RTRN000491,ORDR007529,,2024-03-27,Quality issue,Refunded,6226.63
RTRN000492,ORDR007540,,2024-03-30,Quality issue,Refunded,851.29
RTRN000493,ORDR007547,,2024-04-02,Product not as described,Refunded,31342.93
RTRN000494,ORDR007648,,2024-04-07,Damaged product,Rejected,2233.38
RTRN000495,ORDR007651,,2024-04-01,Quality issue,Refunded,2746.36
RTRN000496,ORDR007752,,2024-04-03,Customer changed mind,Refunded,3500.81
RTRN000497,ORDR007763,,2024-04-09,Quality issue,Rejected,16689.66
RTRN000498,ORDR007767,,2024-03-30,Damaged product,Refunded,11976.77
RTRN000499,ORDR007798,,2024-04-07,Product not as described,Rejected,5807.25
RTRN000500,ORDR007838,,2024-04-01,Damaged product,Rejected,22488.48
RTRN000501,ORDR007849,,2024-04-12,Damaged product,Refunded,2189.08
RTRN000502,ORDR007850,,2024-04-02,Wrong product,Rejected,5618.81
RTRN000503,ORDR007858,,2024-04-07,Wrong product,Rejected,2792.28
RTRN000504,ORDR007859,,2024-04-03,Damaged product,Rejected,31804.21
RTRN000505,ORDR007860,,2024-04-07,Damaged product,Rejected,977.59
RTRN000506,ORDR007870,,2024-04-04,Wrong product,Rejected,6057.61
RTRN000507,ORDR007880,,2024-03-30,Quality issue,Refunded,89235.94
RTRN000508,ORDR007885,,2024-04-05,Quality issue,Refunded,2734.7
RTRN000509,ORDR007887,,2024-04-12,Wrong product,Refunded,882.62
RTRN000510,ORDR007897,,2024-04-11,Quality issue,Rejected,1261.37
RTRN000511,ORDR007917,,2024-04-07,Size issue,Rejected,912.17
RTRN000512,ORDR007924,,2024-04-12,Product not as described,Refunded,173.98
RTRN000513,ORDR007988,,2024-04-08,Damaged product,Refunded,1903.54
RTRN000514,ORDR008024,,2024-04-06,Damaged product,Refunded,34325.8
RTRN000515,ORDR008031,,2024-04-09,Damaged product,Rejected,141.51
RTRN000516,ORDR008068,,2024-04-13,Wrong product,Refunded,11526.1
RTRN000517,ORDR008074,,2024-04-05,Late delivery,Refunded,597.42
RTRN000518,ORDR008093,,2024-04-16,Product not as described,Refunded,1869.58
RTRN000519,ORDR008094,,2024-04-11,Wrong product,Rejected,12628.89
RTRN000520,ORDR008100,,2024-04-13,Damaged product,Refunded,860.49
RTRN000521,ORDR008104,,2024-04-17,Customer changed mind,Refunded,18104.27
RTRN000522,ORDR008106,,2024-04-13,Size issue,Rejected,7919.98
RTRN000523,ORDR008143,,2024-04-11,Quality issue,Refunded,49576.47
RTRN000524,ORDR008145,,2024-04-12,Damaged product,Refunded,1018.97
RTRN000525,ORDR008158,,2024-04-19,Quality issue,Refunded,34574.89
RTRN000526,ORDR008171,,2024-04-12,Product not as described,Rejected,1013.75
RTRN000527,ORDR008187,,2024-04-15,Wrong product,Rejected,20349.63
RTRN000528,ORDR008189,,2024-04-07,Damaged product,Refunded,32503.31
RTRN000529,ORDR008190,,2024-04-10,Size issue,Refunded,452.55
RTRN000530,ORDR008227,,2024-04-19,Product not as described,Refunded,1054.45
RTRN000531,ORDR008229,,2024-04-19,Wrong product,Refunded,20863.17
RTRN000532,ORDR008245,,2024-04-18,Customer changed mind,Refunded,6780.9
RTRN000533,ORDR008253,,2024-04-15,Wrong product,Refunded,20931.95
RTRN000534,ORDR008270,,2024-04-14,Product not as described,Refunded,12340.33
RTRN000535,ORDR008318,,2024-04-17,Customer changed mind,Refunded,1966.92
RTRN000536,ORDR008358,,2024-04-24,Product not as described,Refunded,1385.8
RTRN000537,ORDR008377,,2024-04-15,Quality issue,Refunded,21313.75
RTRN000538,ORDR008386,,2024-04-10,Damaged product,Refunded,5203.91
RTRN000539,ORDR008412,,2024-04-19,Size issue,Refunded,1851.06
RTRN000540,ORDR008414,,2024-04-19,Late delivery,Refunded,3625.77
RTRN000541,ORDR008451,,2024-04-18,Customer changed mind,Refunded,1733.24
RTRN000542,ORDR008492,,2024-04-11,Customer changed mind,Refunded,1893.98
RTRN000543,ORDR008543,,2024-04-25,Wrong product,Refunded,445.44
RTRN000544,ORDR008559,,2024-04-23,Wrong product,Refunded,3643.65
RTRN000545,ORDR008566,,2024-04-20,Wrong product,Refunded,2733.64
RTRN000546,ORDR008569,,2024-04-16,Product not as described,Refunded,52589.09
RTRN000547,ORDR008583,,2024-04-12,Product not as described,Refunded,17678.51
RTRN000548,ORDR008591,,2024-04-23,Size issue,Refunded,371.51
RTRN000549,ORDR008593,,2024-04-13,Damaged product,Rejected,16102.79
RTRN000550,ORDR008612,,2024-04-23,Late delivery,Refunded,3526.7
RTRN000551,ORDR008629,,2024-04-18,Customer changed mind,Rejected,4265.03
RTRN000552,ORDR008638,,2024-04-24,Size issue,Refunded,349.54
RTRN000553,ORDR008658,,2024-04-15,Damaged product,Rejected,20340.24
RTRN000554,ORDR008714,,2024-04-13,Customer changed mind,Refunded,342.84
RTRN000555,ORDR008723,,2024-04-14,Wrong product,Rejected,326.68
RTRN000556,ORDR008736,,2024-04-14,Customer changed mind,Refunded,320.98
RTRN000557,ORDR008737,,2024-04-21,Wrong product,Refunded,65091.4
RTRN000558,ORDR008755,,2024-04-18,Late delivery,Refunded,170.95
RTRN000559,ORDR008776,,2024-04-13,Quality issue,Rejected,24041.42
RTRN000560,ORDR008803,,2024-04-23,Wrong product,Refunded,1668.43
RTRN000561,ORDR008815,,2024-04-16,Product not as described,Refunded,1308.84
RTRN000562,ORDR008824,,2024-04-15,Damaged product,Refunded,5084.07
RTRN000563,ORDR008856,,2024-04-26,Quality issue,Refunded,1050.37
RTRN000564,ORDR008857,,2024-04-17,Wrong product,Refunded,12416.66
RTRN000565,ORDR008871,,2024-04-18,Damaged product,Refunded,21898.06
RTRN000566,ORDR008880,,2024-04-15,Quality issue,Refunded,17033.89
RTRN000567,ORDR008909,,2024-04-23,Wrong product,Refunded,42651.36
RTRN000568,ORDR008930,,2024-04-22,Wrong product,Rejected,588.97
RTRN000569,ORDR008949,,2024-04-22,Size issue,Refunded,6329.7
RTRN000570,ORDR008982,,2024-04-18,Quality issue,Rejected,1553.86
RTRN000571,ORDR009051,,2024-04-15,Damaged product,Rejected,62.48
RTRN000572,ORDR009055,,2024-04-20,Customer changed mind,Refunded,2110.92
RTRN000573,ORDR009073,,2024-04-24,Late delivery,Rejected,146235.75
RTRN000574,ORDR009082,,2024-04-17,Quality issue,Refunded,73101.78
RTRN000575,ORDR009096,,2024-04-21,Damaged product,Refunded,965.0
RTRN000576,ORDR009101,,2024-04-29,Quality issue,Refunded,14967.65
RTRN000577,ORDR009106,,2024-05-03,Damaged product,Refunded,197.76
RTRN000578,ORDR009108,,2024-04-26,Customer changed mind,Refunded,9797.01
RTRN000579,ORDR009149,,2024-04-26,Customer changed mind,Refunded,1322.03
RTRN000580,ORDR009165,,2024-04-15,Wrong product,Refunded,1653.15
RTRN000581,ORDR009166,,2024-04-18,Quality issue,Refunded,5170.66
RTRN000582,ORDR009168,,2024-04-26,Quality issue,Refunded,3586.11
RTRN000583,ORDR009182,,2024-04-25,Wrong product,Refunded,1251.62
RTRN000584,ORDR009194,,2024-05-01,Customer changed mind,Rejected,2180.15
RTRN000585,ORDR009200,,2024-04-20,Size issue,Rejected,8353.51
RTRN000586,ORDR009212,,2024-04-23,Wrong product,Rejected,561.29
RTRN000587,ORDR009226,,2024-04-24,Quality issue,Refunded,621.54
RTRN000588,ORDR009228,,2024-04-26,Damaged product,Rejected,19178.99
RTRN000589,ORDR009238,,2024-04-24,Wrong product,Refunded,674.51
RTRN000590,ORDR009241,,2024-04-24,Quality issue,Refunded,2357.87
RTRN000591,ORDR009245,,2024-04-16,Wrong product,Refunded,1412.01
RTRN000592,ORDR009256,,2024-04-19,Quality issue,Refunded,10097.02
RTRN000593,ORDR009268,,2024-04-30,Damaged product,Refunded,36635.08
RTRN000594,ORDR009286,,2024-05-01,Quality issue,Rejected,13550.5
RTRN000595,ORDR009290,,2024-04-28,Size issue,Refunded,2276.66
RTRN000596,ORDR009305,,2024-04-22,Wrong product,Refunded,156315.02
RTRN000597,ORDR009309,,2024-04-30,Product not as described,Refunded,26228.42
RTRN000598,ORDR009317,,2024-04-30,Product not as described,Refunded,14539.63
RTRN000599,ORDR009324,,2024-05-02,Damaged product,Refunded,3209.27
RTRN000600,ORDR009325,,2024-05-07,Customer changed mind,Refunded,867.7
RTRN000601,ORDR009339,,2024-04-22,Late delivery,Refunded,547.1
RTRN000602,ORDR009344,,2024-05-01,Product not as described,Refunded,1062.45
RTRN000603,ORDR009378,,2024-04-25,Customer changed mind,Refunded,2339.44
RTRN000604,ORDR009392,,2024-04-28,Quality issue,Refunded,4481.17
RTRN000605,ORDR009393,,2024-04-23,Quality issue,Refunded,67817.79
RTRN000606,ORDR009405,,2024-04-21,Wrong product,Refunded,536.86
RTRN000607,ORDR009430,,2024-04-24,Wrong product,Refunded,439.04
RTRN000608,ORDR009438,,2024-04-24,Late delivery,Refunded,72511.9
RTRN000609,ORDR009456,,2024-04-29,Size issue,Refunded,1426.33
RTRN000610,ORDR009458,,2024-05-01,Damaged product,Refunded,706.59
RTRN000611,ORDR009476,,2024-04-29,Product not as described,Refunded,8195.88
RTRN000612,ORDR009479,,2024-04-22,Product not as described,Refunded,6200.21
RTRN000613,ORDR009516,,2024-04-30,Quality issue,Rejected,11041.73
RTRN000614,ORDR009521,,2024-04-30,Customer changed mind,Refunded,11977.37
RTRN000615,ORDR009537,,2024-04-27,Wrong product,Refunded,1412.8
RTRN000616,ORDR009543,,2024-05-01,Wrong product,Refunded,40503.4
RTRN000617,ORDR009587,,2024-04-27,Wrong product,Refunded,574.76
RTRN000618,ORDR009588,,2024-05-02,Product not as described,Rejected,150.45
RTRN000619,ORDR009646,,2024-05-01,Damaged product,Refunded,10118.95
RTRN000620,ORDR009669,,2024-04-25,Damaged product,Refunded,9819.25
RTRN000621,ORDR009675,,2024-05-02,Quality issue,Rejected,8988.62
RTRN000622,ORDR009689,,2024-04-23,Size issue,Refunded,3000.86
RTRN000623,ORDR009753,,2024-05-04,Customer changed mind,Refunded,1831.73
RTRN000624,ORDR009772,,2024-04-26,Wrong product,Refunded,11753.8
RTRN000625,ORDR009781,,2024-04-26,Customer changed mind,Refunded,2373.64
RTRN000626,ORDR009805,,2024-05-02,Quality issue,Refunded,8772.78
RTRN000627,ORDR009816,,2024-04-21,Product not as described,Refunded,2273.97
RTRN000628,ORDR009844,,2024-04-30,Product not as described,Refunded,7867.48
RTRN000629,ORDR009851,,2024-04-23,Damaged product,Rejected,3106.77
RTRN000630,ORDR009878,,2024-04-28,Damaged product,Refunded,1341.57
RTRN000631,ORDR009886,,2024-05-03,Late delivery,Refunded,35898.8
RTRN000632,ORDR009889,,2024-05-04,Wrong product,Rejected,9986.42
RTRN000633,ORDR009902,,2024-04-28,Product not as described,Refunded,6783.0
RTRN000634,ORDR009957,,2024-04-26,Quality issue,Rejected,3271.19
RTRN000635,ORDR009969,,2024-05-07,Product not as described,Refunded,6497.55
RTRN000636,ORDR009984,,2024-05-05,Quality issue,Refunded,21620.79
RTRN000637,ORDR009995,,2024-05-03,Damaged product,Refunded,4979.61
RTRN000638,ORDR010002,,2024-05-02,Customer changed mind,Refunded,1808.31
RTRN000639,ORDR010016,,2024-05-05,Wrong product,Refunded,355.57
RTRN000640,ORDR010023,,2024-04-25,Wrong product,Refunded,5544.95
RTRN000641,ORDR010034,,2024-05-08,Quality issue,Refunded,21166.59
RTRN000642,ORDR010038,,2024-05-05,Late delivery,Rejected,307.21
RTRN000643,ORDR010054,,2024-05-05,Size issue,Refunded,1580.97
RTRN000644,ORDR010068,,2024-05-07,Customer changed mind,Refunded,986.77
RTRN000645,ORDR010069,,2024-05-11,Quality issue,Refunded,546.75
RTRN000646,ORDR010088,,2024-05-03,Quality issue,Rejected,24557.91
RTRN000647,ORDR010091,,2024-05-02,Quality issue,Refunded,592.22
RTRN000648,ORDR010134,,2024-05-14,Product not as described,Rejected,1515.71
RTRN000649,ORDR010170,,2024-05-09,Damaged product,Refunded,17976.31
RTRN000650,ORDR010224,,2024-05-08,Quality issue,Refunded,2066.47
RTRN000651,ORDR010235,,2024-05-03,Wrong product,Refunded,195.51
RTRN000652,ORDR010259,,2024-05-01,Customer changed mind,Rejected,7042.63
